Model,Month,Sales,Color,Region,Date
Maruti Suzuki Eeco,01-02-2015,722,Grey,Nashik,01-02-2015
Maruti Suzuki Eeco,01-03-2015,1084,Grey,Nashik,01-03-2015
Maruti Suzuki Eeco,01-04-2015,807,Grey,Nashik,01-04-2015
Maruti Suzuki Eeco,01-05-2015,1306,Grey,Nashik,01-05-2015
Maruti Suzuki Eeco,01-06-2015,1099,Grey,Nashik,01-06-2015
Maruti Suzuki Eeco,01-07-2015,486,Grey,Nashik,01-07-2015
Maruti Suzuki Eeco,01-08-2015,732,Grey,Nashik,01-08-2015
Maruti Suzuki Eeco,01-09-2015,834,Grey,Nashik,01-09-2015
Maruti Suzuki Eeco,01-10-2015,881,Grey,Nashik,01-10-2015
Maruti Suzuki Eeco,01-11-2015,898,Grey,Nashik,01-11-2015
Maruti Suzuki Eeco,01-12-2015,871,Grey,Nashik,01-12-2015
Maruti Suzuki Celerio,01-01-2015,496,Grey,Nashik,01-01-2015
Maruti Suzuki Celerio,01-02-2015,573,Grey,Nashik,01-02-2015
Maruti Suzuki Celerio,01-03-2015,947,Grey,Nashik,01-03-2015
Maruti Suzuki Celerio,01-04-2015,795,Grey,Nashik,01-04-2015
Maruti Suzuki Celerio,01-05-2015,833,Grey,Nashik,01-05-2015
Maruti Suzuki Celerio,01-06-2015,1028,Grey,Nashik,01-06-2015
Maruti Suzuki Celerio,01-07-2015,503,Grey,Nashik,01-07-2015
Maruti Suzuki Celerio,01-08-2015,615,Grey,Nashik,01-08-2015
Maruti Suzuki Celerio,01-09-2015,377,Grey,Nashik,01-09-2015
Maruti Suzuki Celerio,01-10-2015,725,Grey,Nashik,01-10-2015
Maruti Suzuki Celerio,01-11-2015,953,Grey,Nashik,01-11-2015
Maruti Suzuki Celerio,01-12-2015,930,Grey,Nashik,01-12-2015
Maruti Suzuki Swift,01-01-2015,686,Grey,Nashik,01-01-2015
Maruti Suzuki Swift,01-02-2015,613,Grey,Nashik,01-02-2015
Maruti Suzuki Swift,01-03-2015,982,Grey,Nashik,01-03-2015
Maruti Suzuki Swift,01-04-2015,921,Grey,Nashik,01-04-2015
Maruti Suzuki Swift,01-05-2015,1332,Grey,Nashik,01-05-2015
Maruti Suzuki Swift,01-06-2015,1346,Grey,Nashik,01-06-2015
Maruti Suzuki Swift,01-07-2015,1066,Grey,Nashik,01-07-2015
Maruti Suzuki Swift,01-08-2015,490,Grey,Nashik,01-08-2015
Maruti Suzuki Swift,01-09-2015,275,Grey,Nashik,01-09-2015
Maruti Suzuki Swift,01-10-2015,508,Grey,Nashik,01-10-2015
Maruti Suzuki Swift,01-11-2015,1055,Grey,Nashik,01-11-2015
Maruti Suzuki Swift,01-12-2015,781,Grey,Nashik,01-12-2015
Maruti Suzuki Grand Vitara,01-01-2015,769,Grey,Nashik,01-01-2015
Maruti Suzuki Grand Vitara,01-02-2015,988,Grey,Nashik,01-02-2015
Maruti Suzuki Grand Vitara,01-03-2015,924,Grey,Nashik,01-03-2015
Maruti Suzuki Grand Vitara,01-04-2015,1190,Grey,Nashik,01-04-2015
Maruti Suzuki Grand Vitara,01-05-2015,1273,Grey,Nashik,01-05-2015
Maruti Suzuki Grand Vitara,01-06-2015,602,Grey,Nashik,01-06-2015
Maruti Suzuki Grand Vitara,01-07-2015,388,Grey,Nashik,01-07-2015
Maruti Suzuki Grand Vitara,01-08-2015,342,Grey,Nashik,01-08-2015
Maruti Suzuki Grand Vitara,01-09-2015,266,Grey,Nashik,01-09-2015
Maruti Suzuki Grand Vitara,01-10-2015,384,Grey,Nashik,01-10-2015
Maruti Suzuki Grand Vitara,01-11-2015,739,Grey,Nashik,01-11-2015
Maruti Suzuki Grand Vitara,01-12-2015,397,Grey,Nashik,01-12-2015
Maruti Suzuki XL6,01-01-2015,324,Grey,Nashik,01-01-2015
Maruti Suzuki XL6,01-02-2015,380,Grey,Nashik,01-02-2015
Maruti Suzuki XL6,01-03-2015,907,Grey,Nashik,01-03-2015
Maruti Suzuki XL6,01-04-2015,594,Grey,Nashik,01-04-2015
Maruti Suzuki XL6,01-05-2015,1289,Grey,Nashik,01-05-2015
Maruti Suzuki XL6,01-06-2015,838,Grey,Nashik,01-06-2015
Maruti Suzuki XL6,01-07-2015,802,Grey,Nashik,01-07-2015
Maruti Suzuki XL6,01-08-2015,958,Grey,Nashik,01-08-2015
Maruti Suzuki XL6,01-09-2015,643,Grey,Nashik,01-09-2015
Maruti Suzuki XL6,01-10-2015,846,Grey,Nashik,01-10-2015
Maruti Suzuki XL6,01-11-2015,649,Grey,Nashik,01-11-2015
Maruti Suzuki XL6,01-12-2015,809,Grey,Nashik,01-12-2015
Maruti Suzuki Brezza,01-01-2015,990,Grey,Nashik,01-01-2015
Maruti Suzuki Brezza,01-02-2015,449,Grey,Nashik,01-02-2015
Maruti Suzuki Brezza,01-03-2015,702,Grey,Nashik,01-03-2015
Maruti Suzuki Brezza,01-04-2015,1105,Grey,Nashik,01-04-2015
Maruti Suzuki Brezza,01-05-2015,995,Grey,Nashik,01-05-2015
Maruti Suzuki Brezza,01-06-2015,1027,Grey,Nashik,01-06-2015
Maruti Suzuki Brezza,01-07-2015,507,Grey,Nashik,01-07-2015
Maruti Suzuki Brezza,01-08-2015,823,Grey,Nashik,01-08-2015
Maruti Suzuki Brezza,01-09-2015,739,Grey,Nashik,01-09-2015
Maruti Suzuki Brezza,01-10-2015,721,Grey,Nashik,01-10-2015
Maruti Suzuki Brezza,01-11-2015,831,Grey,Nashik,01-11-2015
Maruti Suzuki Brezza,01-12-2015,340,Grey,Nashik,01-12-2015
Maruti Suzuki Dzire,01-01-2015,961,Grey,Nashik,01-01-2015
Maruti Suzuki Dzire,01-02-2015,579,Grey,Nashik,01-02-2015
Maruti Suzuki Dzire,01-03-2015,1264,Grey,Nashik,01-03-2015
Maruti Suzuki Dzire,01-04-2015,802,Grey,Nashik,01-04-2015
Maruti Suzuki Dzire,01-05-2015,971,Grey,Nashik,01-05-2015
Maruti Suzuki Dzire,01-06-2015,1042,Grey,Nashik,01-06-2015
Maruti Suzuki Dzire,01-07-2015,827,Grey,Nashik,01-07-2015
Maruti Suzuki Dzire,01-08-2015,1009,Grey,Nashik,01-08-2015
Maruti Suzuki Dzire,01-09-2015,534,Grey,Nashik,01-09-2015
Maruti Suzuki Dzire,01-10-2015,554,Grey,Nashik,01-10-2015
Maruti Suzuki Dzire,01-11-2015,952,Grey,Nashik,01-11-2015
Maruti Suzuki Dzire,01-12-2015,845,Grey,Nashik,01-12-2015
Maruti Suzuki Alto 800,01-01-2016,489,Grey,Nashik,01-01-2016
Maruti Suzuki Alto 800,01-02-2016,819,Grey,Nashik,01-02-2016
Maruti Suzuki Alto 800,01-03-2016,886,Grey,Nashik,01-03-2016
Maruti Suzuki Alto 800,01-04-2016,797,Grey,Nashik,01-04-2016
Maruti Suzuki Alto 800,01-05-2016,662,Grey,Nashik,01-05-2016
Maruti Suzuki Alto 800,01-06-2016,604,Grey,Nashik,01-06-2016
Maruti Suzuki Alto 800,01-07-2016,1041,Grey,Nashik,01-07-2016
Maruti Suzuki Alto 800,01-08-2016,513,Grey,Nashik,01-08-2016
Maruti Suzuki Alto 800,01-09-2016,673,Grey,Nashik,01-09-2016
Maruti Suzuki Alto 800,01-10-2016,898,Grey,Nashik,01-10-2016
Maruti Suzuki Alto 800,01-11-2016,531,Grey,Nashik,01-11-2016
Maruti Suzuki Alto 800,01-12-2016,687,Grey,Nashik,01-12-2016
Maruti Suzuki Alto K10,01-01-2016,578,Grey,Nashik,01-01-2016
Maruti Suzuki Alto K10,01-02-2016,528,Grey,Nashik,01-02-2016
Maruti Suzuki Alto K10,01-03-2016,871,Grey,Nashik,01-03-2016
Maruti Suzuki Alto K10,01-04-2016,648,Grey,Nashik,01-04-2016
Maruti Suzuki Alto K10,01-05-2016,629,Grey,Nashik,01-05-2016
Maruti Suzuki Alto K10,01-06-2016,775,Grey,Nashik,01-06-2016
Maruti Suzuki Alto K10,01-07-2016,1056,Grey,Nashik,01-07-2016
Maruti Suzuki Alto K10,01-08-2016,313,Grey,Nashik,01-08-2016
Maruti Suzuki Alto K10,01-09-2016,922,Grey,Nashik,01-09-2016
Maruti Suzuki Alto K10,01-10-2016,823,Grey,Nashik,01-10-2016
Maruti Suzuki Alto K10,01-11-2016,935,Grey,Nashik,01-11-2016
Maruti Suzuki Alto K10,01-12-2016,793,Grey,Nashik,01-12-2016
Maruti Suzuki S-Presso,01-01-2016,551,Grey,Nashik,01-01-2016
Maruti Suzuki S-Presso,01-02-2016,513,Grey,Nashik,01-02-2016
Maruti Suzuki S-Presso,01-03-2016,977,Grey,Nashik,01-03-2016
Maruti Suzuki S-Presso,01-04-2016,730,Grey,Nashik,01-04-2016
Maruti Suzuki S-Presso,01-05-2016,1183,Grey,Nashik,01-05-2016
Maruti Suzuki S-Presso,01-06-2016,685,Grey,Nashik,01-06-2016
Maruti Suzuki S-Presso,01-07-2016,579,Grey,Nashik,01-07-2016
Maruti Suzuki S-Presso,01-08-2016,603,Grey,Nashik,01-08-2016
Maruti Suzuki S-Presso,01-09-2016,694,Grey,Nashik,01-09-2016
Maruti Suzuki S-Presso,01-10-2016,497,Grey,Nashik,01-10-2016
Maruti Suzuki S-Presso,01-11-2016,756,Grey,Nashik,01-11-2016
Maruti Suzuki S-Presso,01-12-2016,916,Grey,Nashik,01-12-2016
Maruti Suzuki Eeco,01-01-2016,1016,Grey,Nashik,01-01-2016
Maruti Suzuki Eeco,01-02-2016,373,Grey,Nashik,01-02-2016
Maruti Suzuki Eeco,01-03-2016,583,Grey,Nashik,01-03-2016
Maruti Suzuki Eeco,01-04-2016,1266,Grey,Nashik,01-04-2016
Maruti Suzuki Eeco,01-05-2016,706,Grey,Nashik,01-05-2016
Maruti Suzuki Eeco,01-06-2016,1177,Grey,Nashik,01-06-2016
Maruti Suzuki Eeco,01-07-2016,1010,Grey,Nashik,01-07-2016
Maruti Suzuki Eeco,01-08-2016,637,Grey,Nashik,01-08-2016
Maruti Suzuki Eeco,01-09-2016,533,Grey,Nashik,01-09-2016
Maruti Suzuki Eeco,01-10-2016,1027,Grey,Nashik,01-10-2016
Maruti Suzuki Eeco,01-11-2016,946,Grey,Nashik,01-11-2016
Maruti Suzuki Eeco,01-12-2016,707,Grey,Nashik,01-12-2016
Maruti Suzuki Celerio,01-01-2016,1045,Grey,Nashik,01-01-2016
Maruti Suzuki Celerio,01-02-2016,994,Grey,Nashik,01-02-2016
Maruti Suzuki Celerio,01-03-2016,1180,Grey,Nashik,01-03-2016
Maruti Suzuki Celerio,01-04-2016,1120,Grey,Nashik,01-04-2016
Maruti Suzuki Celerio,01-05-2016,886,Grey,Nashik,01-05-2016
Maruti Suzuki Celerio,01-06-2016,732,Grey,Nashik,01-06-2016
Maruti Suzuki Celerio,01-07-2016,973,Grey,Nashik,01-07-2016
Maruti Suzuki Celerio,01-08-2016,903,Grey,Nashik,01-08-2016
Maruti Suzuki Celerio,01-09-2016,873,Grey,Nashik,01-09-2016
Maruti Suzuki Celerio,01-10-2016,1202,Grey,Nashik,01-10-2016
Maruti Suzuki Celerio,01-11-2016,1185,Grey,Nashik,01-11-2016
Maruti Suzuki Celerio,01-12-2016,538,Grey,Nashik,01-12-2016
Maruti Suzuki Swift,01-01-2016,987,Grey,Nashik,01-01-2016
Maruti Suzuki Swift,01-02-2016,890,Grey,Nashik,01-02-2016
Maruti Suzuki Swift,01-03-2016,856,Grey,Nashik,01-03-2016
Maruti Suzuki Swift,01-04-2016,1002,Grey,Nashik,01-04-2016
Maruti Suzuki Swift,01-05-2016,1260,Grey,Nashik,01-05-2016
Maruti Suzuki Swift,01-06-2016,733,Grey,Nashik,01-06-2016
Maruti Suzuki Swift,01-07-2016,1193,Grey,Nashik,01-07-2016
Maruti Suzuki Swift,01-08-2016,640,Grey,Nashik,01-08-2016
Maruti Suzuki Swift,01-09-2016,380,Grey,Nashik,01-09-2016
Maruti Suzuki Swift,01-10-2016,1270,Grey,Nashik,01-10-2016
Maruti Suzuki Swift,01-11-2016,1301,Grey,Nashik,01-11-2016
Maruti Suzuki Swift,01-12-2016,1000,Grey,Nashik,01-12-2016
Maruti Suzuki Grand Vitara,01-01-2016,760,Grey,Nashik,01-01-2016
Maruti Suzuki Grand Vitara,01-02-2016,985,Grey,Nashik,01-02-2016
Maruti Suzuki Grand Vitara,01-03-2016,698,Grey,Nashik,01-03-2016
Maruti Suzuki Grand Vitara,01-04-2016,855,Grey,Nashik,01-04-2016
Maruti Suzuki Grand Vitara,01-05-2016,1184,Grey,Nashik,01-05-2016
Maruti Suzuki Grand Vitara,01-06-2016,539,Grey,Nashik,01-06-2016
Maruti Suzuki Grand Vitara,01-07-2016,416,Grey,Nashik,01-07-2016
Maruti Suzuki Grand Vitara,01-08-2016,605,Grey,Nashik,01-08-2016
Maruti Suzuki Grand Vitara,01-09-2016,341,Grey,Nashik,01-09-2016
Maruti Suzuki Grand Vitara,01-10-2016,724,Grey,Nashik,01-10-2016
Maruti Suzuki Grand Vitara,01-11-2016,1013,Grey,Nashik,01-11-2016
Maruti Suzuki Grand Vitara,01-12-2016,1061,Grey,Nashik,01-12-2016
Maruti Suzuki XL6,01-01-2016,930,Grey,Nashik,01-01-2016
Maruti Suzuki XL6,01-02-2016,413,Grey,Nashik,01-02-2016
Maruti Suzuki XL6,01-03-2016,1033,Grey,Nashik,01-03-2016
Maruti Suzuki XL6,01-04-2016,704,Grey,Nashik,01-04-2016
Maruti Suzuki XL6,01-05-2016,953,Grey,Nashik,01-05-2016
Maruti Suzuki XL6,01-06-2016,612,Grey,Nashik,01-06-2016
Maruti Suzuki XL6,01-07-2016,718,Grey,Nashik,01-07-2016
Maruti Suzuki XL6,01-08-2016,601,Grey,Nashik,01-08-2016
Maruti Suzuki XL6,01-09-2016,404,Grey,Nashik,01-09-2016
Maruti Suzuki XL6,01-10-2016,685,Grey,Nashik,01-10-2016
Maruti Suzuki XL6,01-11-2016,734,Grey,Nashik,01-11-2016
Maruti Suzuki XL6,01-12-2016,968,Grey,Nashik,01-12-2016
Maruti Suzuki Brezza,01-01-2016,531,Grey,Nashik,01-01-2016
Maruti Suzuki Brezza,01-02-2016,1032,Grey,Nashik,01-02-2016
Maruti Suzuki Brezza,01-03-2016,568,Grey,Nashik,01-03-2016
Maruti Suzuki Brezza,01-04-2016,847,Grey,Nashik,01-04-2016
Maruti Suzuki Brezza,01-05-2016,1075,Grey,Nashik,01-05-2016
Maruti Suzuki Brezza,01-06-2016,1162,Grey,Nashik,01-06-2016
Maruti Suzuki Brezza,01-07-2016,931,Grey,Nashik,01-07-2016
Maruti Suzuki Brezza,01-08-2016,347,Grey,Nashik,01-08-2016
Maruti Suzuki Brezza,01-09-2016,257,Grey,Nashik,01-09-2016
Maruti Suzuki Brezza,01-10-2016,755,Grey,Nashik,01-10-2016
Maruti Suzuki Brezza,01-11-2016,861,Grey,Nashik,01-11-2016
Maruti Suzuki Brezza,01-12-2016,542,Grey,Nashik,01-12-2016
Maruti Suzuki Dzire,01-01-2016,1079,Grey,Nashik,01-01-2016
Maruti Suzuki Dzire,01-02-2016,542,Grey,Nashik,01-02-2016
Maruti Suzuki Dzire,01-03-2016,592,Grey,Nashik,01-03-2016
Maruti Suzuki Dzire,01-04-2016,1163,Grey,Nashik,01-04-2016
Maruti Suzuki Dzire,01-05-2016,998,Grey,Nashik,01-05-2016
Maruti Suzuki Dzire,01-06-2016,945,Grey,Nashik,01-06-2016
Maruti Suzuki Dzire,01-07-2016,486,Grey,Nashik,01-07-2016
Maruti Suzuki Dzire,01-08-2016,370,Grey,Nashik,01-08-2016
Maruti Suzuki Dzire,01-09-2016,637,Grey,Nashik,01-09-2016
Maruti Suzuki Dzire,01-10-2016,896,Grey,Nashik,01-10-2016
Maruti Suzuki Dzire,01-11-2016,1072,Grey,Nashik,01-11-2016
Maruti Suzuki Dzire,01-12-2016,1167,Grey,Nashik,01-12-2016
Maruti Suzuki Alto 800,01-01-2017,408,Grey,Nashik,01-01-2017
Maruti Suzuki Alto 800,01-02-2017,491,Grey,Nashik,01-02-2017
Maruti Suzuki Alto 800,01-03-2017,989,Grey,Nashik,01-03-2017
Maruti Suzuki Alto 800,01-04-2017,1244,Grey,Nashik,01-04-2017
Maruti Suzuki Alto 800,01-05-2017,1110,Grey,Nashik,01-05-2017
Maruti Suzuki Alto 800,01-06-2017,1188,Grey,Nashik,01-06-2017
Maruti Suzuki Alto 800,01-07-2017,1019,Grey,Nashik,01-07-2017
Maruti Suzuki Alto 800,01-08-2017,982,Grey,Nashik,01-08-2017
Maruti Suzuki Alto 800,01-09-2017,684,Grey,Nashik,01-09-2017
Maruti Suzuki Alto 800,01-10-2017,803,Grey,Nashik,01-10-2017
Maruti Suzuki Alto 800,01-11-2017,471,Grey,Nashik,01-11-2017
Maruti Suzuki Alto 800,01-12-2017,691,Grey,Nashik,01-12-2017
Maruti Suzuki Alto K10,01-01-2017,418,Grey,Nashik,01-01-2017
Maruti Suzuki Alto K10,01-02-2017,584,Grey,Nashik,01-02-2017
Maruti Suzuki Alto K10,01-03-2017,1210,Grey,Nashik,01-03-2017
Maruti Suzuki Alto K10,01-04-2017,1183,Grey,Nashik,01-04-2017
Maruti Suzuki Alto K10,01-05-2017,894,Grey,Nashik,01-05-2017
Maruti Suzuki Alto K10,01-06-2017,624,Grey,Nashik,01-06-2017
Maruti Suzuki Alto K10,01-07-2017,1007,Grey,Nashik,01-07-2017
Maruti Suzuki Alto K10,01-08-2017,377,Grey,Nashik,01-08-2017
Maruti Suzuki Alto K10,01-09-2017,765,Grey,Nashik,01-09-2017
Maruti Suzuki Alto K10,01-10-2017,819,Grey,Nashik,01-10-2017
Maruti Suzuki Alto K10,01-11-2017,894,Grey,Nashik,01-11-2017
Maruti Suzuki Alto K10,01-12-2017,1012,Grey,Nashik,01-12-2017
Maruti Suzuki S-Presso,01-01-2017,1074,Grey,Nashik,01-01-2017
Maruti Suzuki S-Presso,01-02-2017,457,Grey,Nashik,01-02-2017
Maruti Suzuki S-Presso,01-03-2017,1058,Grey,Nashik,01-03-2017
Maruti Suzuki S-Presso,01-04-2017,1005,Grey,Nashik,01-04-2017
Maruti Suzuki S-Presso,01-05-2017,941,Grey,Nashik,01-05-2017
Maruti Suzuki S-Presso,01-06-2017,928,Grey,Nashik,01-06-2017
Maruti Suzuki S-Presso,01-07-2017,751,Grey,Nashik,01-07-2017
Maruti Suzuki S-Presso,01-08-2017,332,Grey,Nashik,01-08-2017
Maruti Suzuki S-Presso,01-09-2017,617,Grey,Nashik,01-09-2017
Maruti Suzuki S-Presso,01-10-2017,718,Grey,Nashik,01-10-2017
Maruti Suzuki S-Presso,01-11-2017,1065,Grey,Nashik,01-11-2017
Maruti Suzuki S-Presso,01-12-2017,510,Grey,Nashik,01-12-2017
Maruti Suzuki Eeco,01-01-2017,772,Grey,Nashik,01-01-2017
Maruti Suzuki Eeco,01-02-2017,1058,Grey,Nashik,01-02-2017
Maruti Suzuki Eeco,01-03-2017,1196,Grey,Nashik,01-03-2017
Maruti Suzuki Eeco,01-04-2017,907,Grey,Nashik,01-04-2017
Maruti Suzuki Eeco,01-05-2017,997,Grey,Nashik,01-05-2017
Maruti Suzuki Eeco,01-06-2017,1253,Grey,Nashik,01-06-2017
Maruti Suzuki Eeco,01-07-2017,741,Grey,Nashik,01-07-2017
Maruti Suzuki Eeco,01-08-2017,423,Grey,Nashik,01-08-2017
Maruti Suzuki Eeco,01-09-2017,904,Grey,Nashik,01-09-2017
Maruti Suzuki Eeco,01-10-2017,1009,Grey,Nashik,01-10-2017
Maruti Suzuki Eeco,01-11-2017,718,Grey,Nashik,01-11-2017
Maruti Suzuki Eeco,01-12-2017,822,Grey,Nashik,01-12-2017
Maruti Suzuki Celerio,01-01-2017,791,Grey,Nashik,01-01-2017
Maruti Suzuki Celerio,01-02-2017,692,Grey,Nashik,01-02-2017
Maruti Suzuki Celerio,01-03-2017,1430,Grey,Nashik,01-03-2017
Maruti Suzuki Celerio,01-04-2017,884,Grey,Nashik,01-04-2017
Maruti Suzuki Celerio,01-05-2017,1416,Grey,Nashik,01-05-2017
Maruti Suzuki Celerio,01-06-2017,1355,Grey,Nashik,01-06-2017
Maruti Suzuki Celerio,01-07-2017,721,Grey,Nashik,01-07-2017
Maruti Suzuki Celerio,01-08-2017,649,Grey,Nashik,01-08-2017
Maruti Suzuki Celerio,01-09-2017,800,Grey,Nashik,01-09-2017
Maruti Suzuki Celerio,01-10-2017,657,Grey,Nashik,01-10-2017
Maruti Suzuki Celerio,01-11-2017,586,Grey,Nashik,01-11-2017
Maruti Suzuki Celerio,01-12-2017,653,Grey,Nashik,01-12-2017
Maruti Suzuki Swift,01-01-2017,1091,Grey,Nashik,01-01-2017
Maruti Suzuki Swift,01-02-2017,1201,Grey,Nashik,01-02-2017
Maruti Suzuki Swift,01-03-2017,1476,Grey,Nashik,01-03-2017
Maruti Suzuki Swift,01-04-2017,1197,Grey,Nashik,01-04-2017
Maruti Suzuki Swift,01-05-2017,964,Grey,Nashik,01-05-2017
Maruti Suzuki Swift,01-06-2017,827,Grey,Nashik,01-06-2017
Maruti Suzuki Swift,01-07-2017,693,Grey,Nashik,01-07-2017
Maruti Suzuki Swift,01-08-2017,979,Grey,Nashik,01-08-2017
Maruti Suzuki Swift,01-09-2017,829,Grey,Nashik,01-09-2017
Maruti Suzuki Swift,01-10-2017,953,Grey,Nashik,01-10-2017
Maruti Suzuki Swift,01-11-2017,878,Grey,Nashik,01-11-2017
Maruti Suzuki Swift,01-12-2017,1070,Grey,Nashik,01-12-2017
Maruti Suzuki Grand Vitara,01-01-2017,768,Grey,Nashik,01-01-2017
Maruti Suzuki Grand Vitara,01-02-2017,857,Grey,Nashik,01-02-2017
Maruti Suzuki Grand Vitara,01-03-2017,966,Grey,Nashik,01-03-2017
Maruti Suzuki Grand Vitara,01-04-2017,1192,Grey,Nashik,01-04-2017
Maruti Suzuki Grand Vitara,01-05-2017,1266,Grey,Nashik,01-05-2017
Maruti Suzuki Grand Vitara,01-06-2017,942,Grey,Nashik,01-06-2017
Maruti Suzuki Grand Vitara,01-07-2017,838,Grey,Nashik,01-07-2017
Maruti Suzuki Grand Vitara,01-08-2017,369,Grey,Nashik,01-08-2017
Maruti Suzuki Grand Vitara,01-09-2017,676,Grey,Nashik,01-09-2017
Maruti Suzuki Grand Vitara,01-10-2017,557,Grey,Nashik,01-10-2017
Maruti Suzuki Grand Vitara,01-11-2017,1036,Grey,Nashik,01-11-2017
Maruti Suzuki Grand Vitara,01-12-2017,424,Grey,Nashik,01-12-2017
Maruti Suzuki XL6,01-01-2017,916,Grey,Nashik,01-01-2017
Maruti Suzuki XL6,01-02-2017,736,Grey,Nashik,01-02-2017
Maruti Suzuki XL6,01-03-2017,601,Grey,Nashik,01-03-2017
Maruti Suzuki XL6,01-04-2017,739,Grey,Nashik,01-04-2017
Maruti Suzuki XL6,01-05-2017,690,Grey,Nashik,01-05-2017
Maruti Suzuki XL6,01-06-2017,1020,Grey,Nashik,01-06-2017
Maruti Suzuki XL6,01-07-2017,474,Grey,Nashik,01-07-2017
Maruti Suzuki XL6,01-08-2017,813,Grey,Nashik,01-08-2017
Maruti Suzuki XL6,01-09-2017,357,Grey,Nashik,01-09-2017
Maruti Suzuki XL6,01-10-2017,740,Grey,Nashik,01-10-2017
Maruti Suzuki XL6,01-11-2017,841,Grey,Nashik,01-11-2017
Maruti Suzuki XL6,01-12-2017,612,Grey,Nashik,01-12-2017
Maruti Suzuki Brezza,01-01-2017,953,Grey,Nashik,01-01-2017
Maruti Suzuki Brezza,01-02-2017,825,Grey,Nashik,01-02-2017
Maruti Suzuki Brezza,01-03-2017,776,Grey,Nashik,01-03-2017
Maruti Suzuki Brezza,01-04-2017,1342,Grey,Nashik,01-04-2017
Maruti Suzuki Brezza,01-05-2017,795,Grey,Nashik,01-05-2017
Maruti Suzuki Brezza,01-06-2017,1250,Grey,Nashik,01-06-2017
Maruti Suzuki Brezza,01-07-2017,839,Grey,Nashik,01-07-2017
Maruti Suzuki Brezza,01-08-2017,749,Grey,Nashik,01-08-2017
Maruti Suzuki Brezza,01-09-2017,693,Grey,Nashik,01-09-2017
Maruti Suzuki Brezza,01-10-2017,626,Grey,Nashik,01-10-2017
Maruti Suzuki Brezza,01-11-2017,472,Grey,Nashik,01-11-2017
Maruti Suzuki Brezza,01-12-2017,778,Grey,Nashik,01-12-2017
Maruti Suzuki Dzire,01-01-2017,706,Grey,Nashik,01-01-2017
Maruti Suzuki Dzire,01-02-2017,915,Grey,Nashik,01-02-2017
Maruti Suzuki Dzire,01-03-2017,836,Grey,Nashik,01-03-2017
Maruti Suzuki Dzire,01-04-2017,1221,Grey,Nashik,01-04-2017
Maruti Suzuki Dzire,01-05-2017,1091,Grey,Nashik,01-05-2017
Maruti Suzuki Dzire,01-06-2017,942,Grey,Nashik,01-06-2017
Maruti Suzuki Dzire,01-07-2017,649,Grey,Nashik,01-07-2017
Maruti Suzuki Dzire,01-08-2017,896,Grey,Nashik,01-08-2017
Maruti Suzuki Dzire,01-09-2017,444,Grey,Nashik,01-09-2017
Maruti Suzuki Dzire,01-10-2017,840,Grey,Nashik,01-10-2017
Maruti Suzuki Dzire,01-11-2017,1043,Grey,Nashik,01-11-2017
Maruti Suzuki Dzire,01-12-2017,557,Grey,Nashik,01-12-2017
Maruti Suzuki Alto 800,01-01-2018,423,Grey,Nashik,01-01-2018
Maruti Suzuki Alto 800,01-02-2018,427,Grey,Nashik,01-02-2018
Maruti Suzuki Alto 800,01-03-2018,1127,Grey,Nashik,01-03-2018
Maruti Suzuki Alto 800,01-04-2018,1280,Grey,Nashik,01-04-2018
Maruti Suzuki Alto 800,01-05-2018,855,Grey,Nashik,01-05-2018
Maruti Suzuki Alto 800,01-06-2018,740,Grey,Nashik,01-06-2018
Maruti Suzuki Alto 800,01-07-2018,935,Grey,Nashik,01-07-2018
Maruti Suzuki Alto 800,01-08-2018,949,Grey,Nashik,01-08-2018
Maruti Suzuki Alto 800,01-09-2018,978,Grey,Nashik,01-09-2018
Maruti Suzuki Alto 800,01-10-2018,1116,Grey,Nashik,01-10-2018
Maruti Suzuki Alto 800,01-11-2018,1065,Grey,Nashik,01-11-2018
Maruti Suzuki Alto 800,01-12-2018,824,Grey,Nashik,01-12-2018
Maruti Suzuki Alto K10,01-01-2018,913,Grey,Nashik,01-01-2018
Maruti Suzuki Alto K10,01-02-2018,622,Grey,Nashik,01-02-2018
Maruti Suzuki Alto K10,01-03-2018,761,Grey,Nashik,01-03-2018
Maruti Suzuki Alto K10,01-04-2018,1364,Grey,Nashik,01-04-2018
Maruti Suzuki Alto K10,01-05-2018,1120,Grey,Nashik,01-05-2018
Maruti Suzuki Alto K10,01-06-2018,828,Grey,Nashik,01-06-2018
Maruti Suzuki Alto K10,01-07-2018,892,Grey,Nashik,01-07-2018
Maruti Suzuki Alto K10,01-08-2018,901,Grey,Nashik,01-08-2018
Maruti Suzuki Alto K10,01-09-2018,400,Grey,Nashik,01-09-2018
Maruti Suzuki Alto K10,01-10-2018,528,Grey,Nashik,01-10-2018
Maruti Suzuki Alto K10,01-11-2018,864,Grey,Nashik,01-11-2018
Maruti Suzuki Alto K10,01-12-2018,845,Grey,Nashik,01-12-2018
Maruti Suzuki S-Presso,01-01-2018,911,Grey,Nashik,01-01-2018
Maruti Suzuki S-Presso,01-02-2018,714,Grey,Nashik,01-02-2018
Maruti Suzuki S-Presso,01-03-2018,1287,Grey,Nashik,01-03-2018
Maruti Suzuki S-Presso,01-04-2018,995,Grey,Nashik,01-04-2018
Maruti Suzuki S-Presso,01-05-2018,1166,Grey,Nashik,01-05-2018
